Date,Team 1,Team 2,Winner,Result,Venue
2018-01-13,Bengal,Jharkhand,Bengal,Bengal won by 8 wickets,Ranchi
2018-01-07,Haryana,Jammu & Kashmir,Haryana,Haryana won by 6 wickets,Delhi
2018-01-08,Delhi,Punjab,Delhi,Delhi won by 9 wickets,Delhi
2018-01-08,Haryana,Services,Haryana,Haryana won by 5 wickets,Delhi
2018-01-09,Delhi,Services,Delhi,Delhi won by 8 wickets,Delhi
2018-01-09,Jammu & Kashmir,Punjab,Punjab,Punjab won by 7 wickets,Delhi
2018-01-10,Delhi,Jammu & Kashmir,Delhi,Delhi won by 9 wickets,Delhi
2018-01-10,Haryana,Punjab,Punjab,Punjab won by 6 wickets,Delhi
2018-01-12,Jammu & Kashmir,Services,Jammu & Kashmir,Jammu & Kashmir won by 5 wickets,Delhi
2018-01-12,Delhi,Haryana,Delhi,Delhi won by 4 runs,Delhi
2018-01-13,Punjab,Services,Punjab,Punjab won by 7 wickets,Delhi
2018-01-08,Baroda,Saurashtra,Baroda,Baroda won by 6 wickets,Rajkot
2018-01-08,Gujarat,Mumbai,Gujarat,Gujarat won by 5 wickets,Rajkot
2018-01-09,Baroda,Gujarat,Baroda,Baroda won by 5 wickets,Rajkot
2018-01-09,Mumbai,Saurashtra,Mumbai,Mumbai won by 6 wickets,Rajkot
2018-01-10,Baroda,Mumbai,Baroda,Baroda won by 4 wickets,Rajkot
2018-01-10,Gujarat,Saurashtra,Gujarat,Gujarat won by 5 wickets,Rajkot
2018-01-12,Baroda,Gujarat,Gujarat,Gujarat won by 6 wickets,Rajkot
2018-01-12,Mumbai,Saurashtra,Mumbai,Mumbai won by 5 wickets,Rajkot
2018-01-08,Andhra,Hyderabad,Andhra,Andhra won by 6 wickets,Visakhapatnam
2018-01-08,Karnataka,Kerala,Karnataka,Karnataka won by 2 runs,Visakhapatnam
2018-01-09,Andhra,Karnataka,Karnataka,Karnataka won by 5 wickets,Visakhapatnam
2018-01-09,Hyderabad,Kerala,Hyderabad,Hyderabad won by 4 wickets,Visakhapatnam
2018-01-10,Andhra,Kerala,Andhra,Andhra won by 6 wickets,Visakhapatnam
2018-01-10,Hyderabad,Karnataka,Karnataka,Karnataka won by 5 wickets,Visakhapatnam
2018-01-12,Andhra,Hyderabad,Andhra,Andhra won by 5 wickets,Visakhapatnam
2018-01-12,Karnataka,Kerala,Karnataka,Karnataka won by 4 wickets,Visakhapatnam
2018-01-21,Punjab,Karnataka,Karnataka,Karnataka won by 7 wickets,Kolkata
2018-01-21,Rajasthan,Jharkhand,Rajasthan,Rajasthan won by 6 wickets,Kolkata
2018-01-22,Delhi,Tamil Nadu,Delhi,Delhi won by 8 wickets,Kolkata
2018-01-22,Mumbai,Baroda,Mumbai,Mumbai won by 3 wickets,Kolkata
2018-01-23,Punjab,Jharkhand,Punjab,Punjab won by 5 wickets,Kolkata
2018-01-23,Rajasthan,Karnataka,Rajasthan,Rajasthan won by 22 runs,Kolkata
2018-01-24,Mumbai,Tamil Nadu,Tamil Nadu,Tamil Nadu won by 7 wickets,Kolkata
2018-01-24,Delhi,Baroda,Delhi,Delhi won by 7 wickets,Kolkata
2018-01-25,Punjab,Rajasthan,Punjab,Punjab won by 5 runs,Kolkata
2018-01-25,Jharkhand,Karnataka,Karnataka,Karnataka won by 123 runs,Kolkata
2018-01-26,Delhi,Mumbai,Delhi,Delhi won by 7 wickets,Kolkata
2018-01-26,Tamil Nadu,Baroda,Tamil Nadu,Tamil Nadu won by 6 wickets,Kolkata
2018-01-27,Delhi,Rajasthan,Delhi,Delhi won by 41 runs,Kolkata
2019-02-21,Delhi,Jharkhand,Delhi,Delhi won by 5 wickets,Vijayawada
2019-02-21,Jammu & Kashmir,Nagaland,Jammu & Kashmir,Jammu & Kashmir won by 9 wickets,Vijayawada
2019-02-21,Andhra,Kerala,Andhra,Andhra won by 6 wickets,Vijayawada
2019-02-21,Manipur,Puducherry,Puducherry,Puducherry won by 8 wickets,Vijayawada
2019-02-22,Andhra,Nagaland,Andhra,Andhra won by 9 wickets,Vijayawada
2019-02-22,Delhi,Manipur,Delhi,Delhi won by 10 wickets,Vijayawada
2019-02-22,Jammu & Kashmir,Kerala,Jammu & Kashmir,Jammu & Kashmir won by 3 wickets,Vijayawada
2019-02-22,Jharkhand,Puducherry,Jharkhand,Jharkhand won by 5 wickets,Vijayawada
2019-02-24,Andhra,Manipur,Andhra,Andhra won by 10 wickets,Vijayawada
2019-02-24,Delhi,Nagaland,Delhi,Delhi won by 10 wickets,Vijayawada
2019-02-24,Jammu & Kashmir,Puducherry,Jammu & Kashmir,Jammu & Kashmir won by 8 wickets,Vijayawada
2019-02-24,Jharkhand,Kerala,Kerala,Kerala won by 8 wickets,Vijayawada
2019-02-25,Delhi,Puducherry,Delhi,Delhi won by 8 wickets,Vijayawada
2019-02-25,Jharkhand,Nagaland,Jharkhand,Jharkhand won by 10 wickets,Vijayawada
2019-02-25,Kerala,Manipur,Kerala,Kerala won by 10 wickets,Vijayawada
2019-02-25,Andhra,Jammu & Kashmir,Andhra,Andhra won by 7 wickets,Vijayawada
2019-02-27,Jammu & Kashmir,Manipur,Jammu & Kashmir,Jammu & Kashmir won by 10 wickets,Vijayawada
2019-02-27,Kerala,Nagaland,Kerala,Kerala won by 10 wickets,Vijayawada
2019-02-27,Andhra,Puducherry,Andhra,Andhra won by 8 wickets,Vijayawada
2019-02-27,Delhi,Kerala,Delhi,Delhi won by 7 wickets,Vijayawada
2019-02-28,Andhra,Delhi,Andhra,Andhra won by 6 wickets,Vijayawada
2019-02-28,Jammu & Kashmir,Jharkhand,Jharkhand,Jharkhand won by 9 wickets,Vijayawada
2019-02-28,Manipur,Nagaland,Manipur,Manipur won by 10 wickets,Vijayawada
2019-02-28,Kerala,Puducherry,Kerala,Kerala won by 8 wickets,Vijayawada
2019-03-02,Andhra,Jharkhand,Jharkhand,Jharkhand won by 8 wickets,Vijayawada
2019-03-02,Delhi,Jammu & Kashmir,Delhi,Delhi won by 4 wickets,Vijayawada
2019-03-02,Nagaland,Puducherry,Puducherry,Puducherry won by 9 wickets,Vijayawada
2019-02-21,Baroda,Goa,Baroda,Baroda won by 74 runs,Surat
2019-02-21,Bengal,Mizoram,Bengal,Bengal won by 10 wickets,Surat
2019-02-21,Gujarat,Sikkim,Gujarat,Gujarat won by 9 wickets,Surat
2019-02-22,Baroda,Sikkim,Baroda,Baroda won by 10 wickets,Surat
2019-02-22,Bengal,Goa,Bengal,Bengal won by 6 wickets,Surat
2019-02-22,Gujarat,Mizoram,Gujarat,Gujarat won by 10 wickets,Surat
2019-02-24,Baroda,Mizoram,Baroda,Baroda won by 10 wickets,Surat
2019-02-24,Bengal,Sikkim,Bengal,Bengal won by 9 wickets,Surat
2019-02-24,Gujarat,Goa,Gujarat,Gujarat won by 8 wickets,Surat
2019-02-25,Bengal,Gujarat,Gujarat,Gujarat won by 7 wickets,Surat
2019-02-25,Goa,Mizoram,Goa,Goa won by 10 wickets,Surat
2019-02-25,Baroda,Bengal,Baroda,Baroda won by 6 wickets,Surat
2019-02-27,Baroda,Gujarat,Gujarat,Gujarat won by 6 wickets,Surat
2019-02-27,Goa,Sikkim,Goa,Goa won by 9 wickets,Surat
2019-02-28,Bengal,Baroda,Bengal,Bengal won by 5 wickets,Surat
2019-02-28,Gujarat,Sikkim,Gujarat,Gujarat won by 10 wickets,Surat
2019-02-28,Goa,Mizoram,Goa,Goa won by 9 wickets,Surat
2019-03-02,Baroda,Goa,Baroda,Baroda won by 8 wickets,Surat
2019-03-02,Bengal,Mizoram,Bengal,Bengal won by 10 wickets,Surat
2019-02-21,Madhya Pradesh,Punjab,Madhya Pradesh,Madhya Pradesh won by 4 wickets,Indore
2019-02-21,Mumbai,Sikkim,Mumbai,Mumbai won by 10 wickets,Indore
2019-02-21,Railways,Saurashtra,Railways,Railways won by 5 wickets,Indore
2019-02-22,Goa,Sikkim,Goa,Goa won by 9 wickets,Indore
2019-02-22,Madhya Pradesh,Mumbai,Mumbai,Mumbai won by 8 wickets,Indore
2019-02-22,Punjab,Saurashtra,Saurashtra,Saurashtra won by 7 wickets,Indore
2019-02-24,Goa,Punjab,Punjab,Punjab won by 9 wickets,Indore
2019-02-24,Madhya Pradesh,Railways,Madhya Pradesh,Madhya Pradesh won by 3 wickets,Indore
2019-02-24,Mumbai,Saurashtra,Mumbai,Mumbai won by 7 wickets,Indore
2019-02-25,Goa,Saurashtra,Saurashtra,Saurashtra won by 8 wickets,Indore
2019-02-25,Madhya Pradesh,Sikkim,Madhya Pradesh,Madhya Pradesh won by 10 wickets,Indore
2019-02-25,Mumbai,Railways,Railways,Railways won by 5 wickets,Indore
2019-02-27,Goa,Railways,Railways,Railways won by 6 wickets,Indore
2019-02-27,Mumbai,Punjab,Mumbai,Mumbai won by 6 wickets,Indore
2019-02-27,Saurashtra,Sikkim,Saurashtra,Saurashtra won by 10 wickets,Indore
2019-02-28,Goa,Mumbai,Mumbai,Mumbai won by 7 wickets,Indore
2019-02-28,Punjab,Railways,Punjab,Punjab won by 8 wickets,Indore
2019-02-28,Madhya Pradesh,Saurashtra,Saurashtra,Saurashtra won by 6 wickets,Indore
2019-03-02,Madhya Pradesh,Goa,Madhya Pradesh,Madhya Pradesh won by 8 wickets,Indore
2019-03-02,Mumbai,Saurashtra,Mumbai,Mumbai won by 7 wickets,Indore
2019-03-02,Punjab,Sikkim,Punjab,Punjab won by 10 wickets,Indore
2019-02-21,Karnataka,Maharashtra,Karnataka,Karnataka won by 7 wickets,Cuttack
2019-02-21,Odisha,Chhattisgarh,Odisha,Odisha won by 5 wickets,Cuttack
2019-02-21,Services,Hyderabad,Services,Services won by 5 wickets,Cuttack
2019-02-22,Assam,Chhattisgarh,Assam,Assam won by 5 wickets,Cuttack
2019-02-22,Karnataka,Services,Karnataka,Karnataka won by 6 wickets,Cuttack
2019-02-22,Odisha,Hyderabad,Hyderabad,Hyderabad won by 6 wickets,Cuttack
2019-02-24,Assam,Odisha,Assam,Assam won by 5 wickets,Cuttack
2019-02-24,Karnataka,Hyderabad,Karnataka,Karnataka won by 6 wickets,Cuttack
2019-02-24,Maharashtra,Services,Maharashtra,Maharashtra won by 6 wickets,Cuttack
2019-02-25,Assam,Maharashtra,Maharashtra,Maharashtra won by 7 wickets,Cuttack
2019-02-25,Chhattisgarh,Hyderabad,Chhattisgarh,Chhattisgarh won by 5 wickets,Cuttack
2019-02-25,Odisha,Services,Odisha,Odisha won by 5 wickets,Cuttack
2019-02-27,Assam,Services,Assam,Assam won by 6 wickets,Cuttack
2019-02-27,Chhattisgarh,Maharashtra,Maharashtra,Maharashtra won by 7 wickets,Cuttack
2019-02-27,Karnataka,Odisha,Karnataka,Karnataka won by 6 wickets,Cuttack
2019-02-28,Assam,Karnataka,Karnataka,Karnataka won by 6 wickets,Cuttack
2019-02-28,Chhattisgarh,Services,Chhattisgarh,Chhattisgarh won by 6 wickets,Cuttack
2019-02-28,Hyderabad,Maharashtra,Maharashtra,Maharashtra won by 6 wickets,Cuttack
2019-03-02,Assam,Hyderabad,Assam,Assam won by 6 wickets,Cuttack
2019-03-02,Chhattisgarh,Karnataka,Karnataka,Karnataka won by 6 wickets,Cuttack
2019-03-02,Odisha,Maharashtra,Maharashtra,Maharashtra won by 6 wickets,Cuttack
2019-02-21,Rajasthan,Tamil Nadu,Rajasthan,Rajasthan won by 5 wickets,Mulapadu
2019-02-21,Tripura,Himachal Pradesh,Himachal Pradesh,Himachal Pradesh won by 6 wickets,Mulapadu
2019-02-21,Vidarbha,Meghalaya,Vidarbha,Vidarbha won by 10 wickets,Mulapadu
2019-02-22,Bihar,Meghalaya,Bihar,Bihar won by 6 wickets,Mulapadu
2019-02-22,Rajasthan,Tripura,Rajasthan,Rajasthan won by 6 wickets,Mulapadu
2019-02-22,Vidarbha,Himachal Pradesh,Vidarbha,Vidarbha won by 6 wickets,Mulapadu
2019-02-24,Bihar,Vidarbha,Vidarbha,Vidarbha won by 7 wickets,Mulapadu
2019-02-24,Rajasthan,Himachal Pradesh,Rajasthan,Rajasthan won by 6 wickets,Mulapadu
2019-02-24,Tamil Nadu,Tripura,Tamil Nadu,Tamil Nadu won by 7 wickets,Mulapadu
2019-02-25,Bihar,Tripura,Bihar,Bihar won by 6 wickets,Mulapadu
2019-02-25,Meghalaya,Rajasthan,Rajasthan,Rajasthan won by 7 wickets,Mulapadu
2019-02-25,Tamil Nadu,Himachal Pradesh,Tamil Nadu,Tamil Nadu won by 6 wickets,Mulapadu
2019-02-27,Bihar,Himachal Pradesh,Himachal Pradesh,Himachal Pradesh won by 6 wickets,Mulapadu
2019-02-27,Meghalaya,Tamil Nadu,Tamil Nadu,Tamil Nadu won by 7 wickets,Mulapadu
2019-02-27,Vidarbha,Tripura,Vidarbha,Vidarbha won by 8 wickets,Mulapadu
2019-02-28,Bihar,Rajasthan,Rajasthan,Rajasthan won by 6 wickets,Mulapadu
2019-02-28,Himachal Pradesh,Meghalaya,Himachal Pradesh,Himachal Pradesh won by 7 wickets,Mulapadu
2019-02-28,Vidarbha,Tamil Nadu,Vidarbha,Vidarbha won by 6 wickets,Mulapadu
2019-03-02,Bihar,Tamil Nadu,Tamil Nadu,Tamil Nadu won by 7 wickets,Mulapadu
2019-03-02,Rajasthan,Vidarbha,Vidarbha,Vidarbha won by 6 wickets,Mulapadu
2019-03-02,Tripura,Meghalaya,Tripura,Tripura won by 6 wickets,Mulapadu
2019-03-08,Jharkhand,Gujarat,Jharkhand,Jharkhand won by 8 wickets,Indore
2019-03-08,Delhi,Vidarbha,Vidarbha,Vidarbha won by 2 runs,Indore
2019-03-09,Delhi,Gujarat,Delhi,Delhi won by 34 runs,Indore
2019-03-09,Jharkhand,Vidarbha,Jharkhand,Jharkhand won by 6 wickets,Indore
2019-03-10,Gujarat,Vidarbha,Gujarat,Gujarat won by 6 wickets,Indore
2019-03-10,Delhi,Jharkhand,Jharkhand,Jharkhand won by 2 wickets,Indore
2019-03-08,Bengal,Railways,Bengal,Bengal won by 6 wickets,Indore
2019-03-08,Mumbai,Saurashtra,Mumbai,Mumbai won by 3 wickets,Indore
2019-03-09,Bengal,Saurashtra,Bengal,Bengal won by 2 runs,Indore
2019-03-09,Mumbai,Railways,Mumbai,Mumbai won by 6 wickets,Indore
2019-03-10,Railways,Saurashtra,Saurashtra,Saurashtra won by 6 wickets,Indore
2019-03-10,Bengal,Mumbai,Mumbai,Mumbai won by 7 wickets,Indore
2019-03-12,Karnataka,Bengal,Karnataka,Karnataka won by 6 wickets,Indore
2019-03-12,Mumbai,Delhi,Mumbai,Mumbai won by 8 wickets,Indore
2019-03-14,Karnataka,Maharashtra,Karnataka,Karnataka won by 8 wickets,Indore
2019-11-08,Andhra,Bihar,Andhra,Andhra won by 9 wickets,Thiruvananthapuram
2019-11-08,Goa,Kerala,Kerala,Kerala won by 6 wickets,Thiruvananthapuram
2019-11-09,Andhra,Goa,Andhra,Andhra won by 6 wickets,Thiruvananthapuram
2019-11-09,Bihar,Vidarbha,Vidarbha,Vidarbha won by 9 wickets,Thiruvananthapuram
2019-11-09,Karnataka,Uttarakhand,Karnataka,Karnataka won by 9 wickets,Thiruvananthapuram
2019-11-10,Andhra,Karnataka,Karnataka,Karnataka won by 5 wickets,Thiruvananthapuram
2019-11-10,Bihar,Kerala,Kerala,Kerala won by 7 wickets,Thiruvananthapuram
2019-11-11,Goa,Uttarakhand,Goa,Goa won by 8 wickets,Thiruvananthapuram
2019-11-11,Kerala,Vidarbha,Vidarbha,Vidarbha won by 6 wickets,Thiruvananthapuram
2019-11-12,Bihar,Uttarakhand,Uttarakhand,Uttarakhand won by 7 wickets,Thiruvananthapuram
2019-11-12,Goa,Vidarbha,Vidarbha,Vidarbha won by 5 wickets,Thiruvananthapuram
2019-11-12,Karnataka,Kerala,Karnataka,Karnataka won by 42 runs,Thiruvananthapuram
2019-11-13,Andhra,Vidarbha,Andhra,Andhra won by 4 wickets,Thiruvananthapuram
2019-11-13,Karnataka,Bihar,Karnataka,Karnataka won by 80 runs,Thiruvananthapuram
2019-11-14,Goa,Bihar,Goa,Goa won by 10 wickets,Thiruvananthapuram
2019-11-14,Kerala,Uttarakhand,Kerala,Kerala won by 37 runs,Thiruvananthapuram
2019-11-14,Karnataka,Vidarbha,Karnataka,Karnataka won by 9 wickets,Thiruvananthapuram
2019-11-15,Andhra,Kerala,Andhra,Andhra won by 6 wickets,Thiruvananthapuram
2019-11-15,Goa,Karnataka,Karnataka,Karnataka won by 8 wickets,Thiruvananthapuram
2019-11-17,Andhra,Uttarakhand,Andhra,Andhra won by 7 wickets,Thiruvananthapuram
2019-11-17,Bihar,Vidarbha,Vidarbha,Vidarbha won by 7 wickets,Thiruvananthapuram
2019-11-08,Baroda,Meghalaya,Baroda,Baroda won by 5 wickets,Chandigarh
2019-11-08,Chandigarh,Himachal Pradesh,Himachal Pradesh,Himachal Pradesh won by 57 runs,Chandigarh
2019-11-09,Baroda,Chandigarh,Baroda,Baroda won by 1 run,Chandigarh
2019-11-09,Meghalaya,Sikkim,Meghalaya,Meghalaya won by 7 wickets,Chandigarh
2019-11-11,Baroda,Sikkim,Baroda,Baroda won by 10 wickets,Chandigarh
2019-11-11,Chandigarh,Meghalaya,Chandigarh,Chandigarh won by 9 wickets,Chandigarh
2019-11-12,Baroda,Himachal Pradesh,Himachal Pradesh,Himachal Pradesh won by 25 runs,Chandigarh
2019-11-12,Chandigarh,Sikkim,Chandigarh,Chandigarh won by 9 wickets,Chandigarh
2019-11-14,Himachal Pradesh,Meghalaya,Himachal Pradesh,Himachal Pradesh won by 6 wickets,Chandigarh
2019-11-14,Chandigarh,Baroda,Baroda,Baroda won by 2 wickets,Chandigarh
2019-11-15,Himachal Pradesh,Sikkim,Himachal Pradesh,Himachal Pradesh won by 10 wickets,Chandigarh
2019-11-08,Bengal,Arunachal Pradesh,Bengal,Bengal won by 10 wickets,Mumbai
2019-11-08,Gujarat,Nagaland,Gujarat,Gujarat won by 76 runs,Mumbai
2019-11-09,Bengal,Nagaland,Bengal,Bengal won by 9 wickets,Mumbai
2019-11-09,Gujarat,Arunachal Pradesh,Gujarat,Gujarat won by 10 wickets,Mumbai
2019-11-11,Arunachal Pradesh,Nagaland,Nagaland,Nagaland won by 7 wickets,Mumbai
2019-11-11,Bengal,Gujarat,Gujarat,Gujarat won by 6 wickets,Mumbai
2019-11-08,Haryana,Maharashtra,Haryana,Haryana won by 3 wickets,Mumbai
2019-11-08,Mumbai,Mizoram,Mumbai,Mumbai won by 10 wickets,Mumbai
2019-11-09,Haryana,Mizoram,Haryana,Haryana won by 10 wickets,Mumbai
2019-11-09,Mumbai,Maharashtra,Maharashtra,Maharashtra won by 6 wickets,Mumbai
2019-11-11,Maharashtra,Mizoram,Maharashtra,Maharashtra won by 10 wickets,Mumbai
2019-11-11,Haryana,Mumbai,Haryana,Haryana won by 8 wickets,Mumbai
2019-11-08,Jammu & Kashmir,Jharkhand,Jharkhand,Jharkhand won by 9 wickets,Surat
2019-11-08,Saurashtra,Services,Saurashtra,Saurashtra won by 7 wickets,Surat
2019-11-09,Jammu & Kashmir,Saurashtra,Saurashtra,Saurashtra won by 8 wickets,Surat
2019-11-09,Jharkhand,Tripura,Jharkhand,Jharkhand won by 5 wickets,Surat
2019-11-10,Manipur,Tripura,Tripura,Tripura won by 9 wickets,Surat
2019-11-11,Saurashtra,Tripura,Saurashtra,Saurashtra won by 8 wickets,Surat
2019-11-11,Jammu & Kashmir,Manipur,Jammu & Kashmir,Jammu & Kashmir won by 8 wickets,Surat
2019-11-12,Jammu & Kashmir,Services,Services,Services won by 5 wickets,Surat
2019-11-12,Jharkhand,Manipur,Jharkhand,Jharkhand won by 10 wickets,Surat
2019-11-13,Saurashtra,Manipur,Saurashtra,Saurashtra won by 10 wickets,Surat
2019-11-13,Services,Tripura,Services,Services won by 7 wickets,Surat
2019-11-14,Jammu & Kashmir,Tripura,Jammu & Kashmir,Jammu & Kashmir won by 7 wickets,Surat
2019-11-14,Jharkhand,Services,Jharkhand,Jharkhand won by 5 wickets,Surat
2019-11-15,Jharkhand,Saurashtra,Saurashtra,Saurashtra won by 6 wickets,Surat
2019-11-15,Manipur,Services,Services,Services won by 9 wickets,Surat
2019-11-17,Jammu & Kashmir,Jharkhand,Jharkhand,Jharkhand won by 5 wickets,Surat
2019-11-17,Saurashtra,Services,Saurashtra,Saurashtra won by 7 wickets,Surat
2019-11-21,Delhi,Saurashtra,Delhi,Delhi won by 77 runs,Surat
2019-11-21,Jharkhand,Gujarat,Gujarat,Gujarat won by 8 wickets,Surat
2019-11-22,Delhi,Gujarat,Gujarat,Gujarat won by 6 wickets,Surat
2019-11-22,Jharkhand,Saurashtra,Saurashtra,Saurashtra won by 5 wickets,Surat
2019-11-24,Delhi,Jharkhand,Delhi,Delhi won by 10 runs,Surat
2019-11-24,Gujarat,Saurashtra,Saurashtra,Saurashtra won by 5 wickets,Surat
2019-11-25,Delhi,Saurashtra,Delhi,Delhi won by 4 wickets,Surat
2019-11-25,Jharkhand,Gujarat,Jharkhand,Jharkhand won by 5 wickets,Surat
2019-11-27,Gujarat,Saurashtra,Saurashtra,Saurashtra won by 6 wickets,Surat
2019-11-27,Delhi,Jharkhand,Jharkhand,Jharkhand won by 5 wickets,Surat
2019-11-21,Baroda,Railways,Baroda,Baroda won by 4 wickets,Surat
2019-11-21,Mumbai,Tamil Nadu,Mumbai,Mumbai won by 9 wickets,Surat
2019-11-22,Baroda,Mumbai,Mumbai,Mumbai won by 8 wickets,Surat
2019-11-22,Railways,Tamil Nadu,Tamil Nadu,Tamil Nadu won by 8 wickets,Surat
2019-11-24,Baroda,Tamil Nadu,Tamil Nadu,Tamil Nadu won by 7 wickets,Surat
2019-11-24,Mumbai,Railways,Mumbai,Mumbai won by 6 wickets,Surat
2019-11-25,Baroda,Railways,Baroda,Baroda won by 25 runs,Surat
2019-11-25,Mumbai,Tamil Nadu,Mumbai,Mumbai won by 22 runs,Surat
2019-11-27,Baroda,Mumbai,Baroda,Baroda won by 7 wickets,Surat
2019-11-27,Railways,Tamil Nadu,Tamil Nadu,Tamil Nadu won by 7 wickets,Surat
2019-11-29,Karnataka,Mumbai,Karnataka,Karnataka won by 7 wickets,Surat
2019-11-29,Haryana,Maharashtra,Haryana,Haryana won by 2 runs,Surat
2019-12-01,Karnataka,Tamil Nadu,Karnataka,Karnataka won by 1 run,Surat
2019-11-08,Chhattisgarh,Odisha,Chhattisgarh,Chhattisgarh won by 9 wickets,Chandigarh
2019-11-08,Puducherry,Railways,Railways,Railways won by 5 wickets,Chandigarh
2019-11-09,Odisha,Puducherry,Puducherry,Puducherry won by 5 wickets,Chandigarh
2019-11-09,Railways,Uttar Pradesh,Uttar Pradesh,Uttar Pradesh won by 8 wickets,Chandigarh
2019-11-10,Chhattisgarh,Uttar Pradesh,Uttar Pradesh,Uttar Pradesh won by 7 wickets,Chandigarh
2019-11-11,Odisha,Uttar Pradesh,Odisha,Odisha won by 5 wickets,Chandigarh
2019-11-11,Puducherry,Railways,Railways,Railways won by 5 wickets,Chandigarh
2019-11-12,Chhattisgarh,Puducherry,Puducherry,Puducherry won by 5 wickets,Chandigarh
2019-11-12,Odisha,Railways,Odisha,Odisha won by 5 wickets,Chandigarh
2019-11-14,Chhattisgarh,Railways,Railways,Railways won by 5 wickets,Chandigarh
2019-11-14,Puducherry,Uttar Pradesh,Uttar Pradesh,Uttar Pradesh won by 7 wickets,Chandigarh
2019-11-15,Chhattisgarh,Odisha,Chhattisgarh,Chhattisgarh won by 5 wickets,Chandigarh
2019-11-15,Railways,Uttar Pradesh,Uttar Pradesh,Uttar Pradesh won by 6 wickets,Chandigarh
2019-11-17,Odisha,Puducherry,Puducherry,Puducherry won by 5 wickets,Chandigarh
2019-11-17,Chhattisgarh,Uttar Pradesh,Uttar Pradesh,Uttar Pradesh won by 7 wickets,Chandigarh
2019-11-08,Madhya Pradesh,Rajasthan,Rajasthan,Rajasthan won by 5 wickets,Visakhapatnam
2019-11-08,Services,Tripura,Services,Services won by 5 wickets,Visakhapatnam
2019-11-09,Madhya Pradesh,Tripura,Madhya Pradesh,Madhya Pradesh won by 6 wickets,Visakhapatnam
2019-11-09,Rajasthan,Vidarbha,Rajasthan,Rajasthan won by 5 wickets,Visakhapatnam
2019-11-10,Services,Vidarbha,Vidarbha,Vidarbha won by 6 wickets,Visakhapatnam
2019-11-11,Madhya Pradesh,Services,Madhya Pradesh,Madhya Pradesh won by 6 wickets,Visakhapatnam
2019-11-11,Rajasthan,Tripura,Rajasthan,Rajasthan won by 5 wickets,Visakhapatnam
2019-11-12,Madhya Pradesh,Vidarbha,Madhya Pradesh,Madhya Pradesh won by 6 wickets,Visakhapatnam
2019-11-12,Services,Rajasthan,Rajasthan,Rajasthan won by 5 wickets,Visakhapatnam
2019-11-14,Madhya Pradesh,Rajasthan,Rajasthan,Rajasthan won by 5 wickets,Visakhapatnam
2019-11-14,Tripura,Vidarbha,Vidarbha,Vidarbha won by 6 wickets,Visakhapatnam
2019-11-15,Services,Vidarbha,Vidarbha,Vidarbha won by 6 wickets,Visakhapatnam
2019-11-15,Madhya Pradesh,Tripura,Madhya Pradesh,Madhya Pradesh won by 6 wickets,Visakhapatnam
2019-11-17,Rajasthan,Services,Rajasthan,Rajasthan won by 5 wickets,Visakhapatnam
2019-11-17,Tripura,Vidarbha,Vidarbha,Vidarbha won by 6 wickets,Visakhapatnam
2019-11-21,Karnataka,Baroda,Karnataka,Karnataka won by 6 wickets,Surat
2019-11-21,Punjab,Rajasthan,Punjab,Punjab won by 5 wickets,Surat
2019-11-22,Karnataka,Punjab,Karnataka,Karnataka won by 6 wickets,Surat
2019-11-22,Baroda,Rajasthan,Baroda,Baroda won by 5 wickets,Surat
2019-11-24,Karnataka,Rajasthan,Karnataka,Karnataka won by 6 wickets,Surat
2019-11-24,Baroda,Punjab,Punjab,Punjab won by 5 wickets,Surat
2019-11-25,Karnataka,Baroda,Karnataka,Karnataka won by 6 wickets,Surat
2019-11-25,Punjab,Rajasthan,Punjab,Punjab won by 5 wickets,Surat
2019-11-27,Karnataka,Punjab,Karnataka,Karnataka won by 6 wickets,Surat
2019-11-27,Baroda,Rajasthan,Baroda,Baroda won by 5 wickets,Surat
2019-11-29,Tamil Nadu,Rajasthan,Tamil Nadu,Tamil Nadu won by 7 wickets,Surat
2019-11-29,Punjab,Haryana,Punjab,Punjab won by 5 wickets,Surat
2021-01-10,Karnataka,Jammu & Kashmir,Karnataka,Karnataka won by 43 runs,Bengaluru
2021-01-10,Punjab,Uttar Pradesh,Punjab,Punjab won by 11 runs,Bengaluru
2021-01-10,Railways,Tripura,Railways,Railways won by 6 wickets,Bengaluru
2021-01-12,Karnataka,Punjab,Punjab,Punjab won by 9 wickets,Bengaluru
2021-01-12,Railways,Jammu & Kashmir,Jammu & Kashmir,Jammu & Kashmir won by 7 wickets,Bengaluru
2021-01-12,Tripura,Uttar Pradesh,Uttar Pradesh,Uttar Pradesh won by 9 wickets,Bengaluru
2021-01-14,Karnataka,Uttar Pradesh,Karnataka,Karnataka won by 5 wickets,Bengaluru
2021-01-14,Punjab,Railways,Punjab,Punjab won by 117 runs,Bengaluru
2021-01-14,Jammu & Kashmir,Tripura,Jammu & Kashmir,Jammu & Kashmir won by 7 wickets,Bengaluru
2021-01-16,Karnataka,Tripura,Karnataka,Karnataka won by 10 runs,Bengaluru
2021-01-16,Punjab,Jammu & Kashmir,Punjab,Punjab won by 10 wickets,Bengaluru
2021-01-16,Railways,Uttar Pradesh,Uttar Pradesh,Uttar Pradesh won by 2 wickets,Bengaluru
2021-01-18,Punjab,Tripura,Punjab,Punjab won by 22 runs,Bengaluru
